mac,time,9c:d9:17:88:77:93,9c:d9:17:86:63:97,14:1a:a3:d4:3c:19,path,probability,vendor
50:a7:2b:bf:8b:82,2016-01-12 08:39:40,-72,-68,-72,"('B', 'D')",1.0,
50:a7:2b:bf:8b:82,2016-01-12 08:41:00,-100,-70,-100,"('D', 'B')",1.0,
50:a7:2b:bf:8b:82,2016-01-12 08:41:20,-70,-68,-72,"('B', 'D')",0.59999999999999998,
50:a7:2b:bf:8b:82,2016-01-12 08:41:40,-70,-68,-100,"('D', 'B')",0.59999999999999998,
50:a7:2b:bf:8b:82,2016-01-12 08:44:30,-72,-70,-74,"('A', 'C')",0.40000000000000002,
50:a7:2b:bf:8b:82,2016-01-12 09:00:00,-72,-74,-76,"('B', 'D')",1.0,
50:a7:2b:bf:8b:82,2016-01-12 09:01:40,-74,-100,-100,"('B', 'A')",0.59999999999999998,
50:bd:5f:25:cb:e6,2016-01-12 08:03:10,-100,-66,-100,"('A', 'B')",1.0,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 08:08:00,-100,-100,-74,"('B', 'A')",1.0,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 08:09:50,-100,-64,-100,"('A', 'C')",0.20000000000000001,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 08:18:10,-100,-68,-100,"('B', 'A')",0.40000000000000002,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 08:19:50,-100,-66,-100,"('A', 'C')",0.20000000000000001,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 08:21:30,-100,-66,-100,"('D', 'B')",0.59999999999999998,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 08:23:10,-100,-66,-76,"('B', 'D')",1.0,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 08:24:50,-100,-68,-100,"('A', 'C')",0.20000000000000001,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 08:28:10,-100,-68,-100,"('A', 'C')",0.20000000000000001,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 08:31:30,-100,-68,-100,"('A', 'C')",0.20000000000000001,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 08:33:10,-100,-68,-100,"('A', 'C')",0.20000000000000001,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 08:39:50,-100,-68,-100,"('A', 'C')",0.20000000000000001,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 08:41:30,-100,-68,-100,"('A', 'C')",0.20000000000000001,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 08:46:30,-100,-68,-100,"('A', 'B')",1.0,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 08:48:10,-100,-100,-74,"('D', 'A')",0.59999999999999998,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 08:49:50,-100,-66,-74,"('A', 'D')",0.59999999999999998,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 08:53:10,-100,-100,-74,"('B', 'A')",1.0,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 08:54:50,-100,-64,-100,"('D', 'B')",1.0,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 09:00:20,-76,-66,-74,"('B', 'D')",1.0,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 09:00:30,-76,-100,-100,"('D', 'B')",0.80000000000000004,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 09:02:10,-76,-70,-72,"('A', 'D')",0.40000000000000002,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 09:03:40,-74,-100,-66,"('B', 'C')",0.59999999999999998,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 09:06:00,-76,-100,-100,"('B', 'A')",0.59999999999999998,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 09:06:30,-100,-68,-100,"('D', 'B')",1.0,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 09:08:50,-70,-70,-74,"('A', 'D')",0.59999999999999998,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 09:09:50,-100,-66,-72,"('A', 'B')",0.59999999999999998,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 09:11:00,-76,-100,-76,"('B', 'A')",0.59999999999999998,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 09:11:30,-100,-66,-74,"('A', 'D')",0.59999999999999998,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 09:14:20,-100,-100,-76,"('B', 'A')",1.0,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 09:14:50,-100,-66,-100,"('A', 'B')",0.20000000000000001,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 09:17:00,-100,-68,-100,"('D', 'A')",0.59999999999999998,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 09:17:20,-74,-66,-100,"('A', 'D')",0.59999999999999998,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 09:24:50,-100,-66,-100,"('A', 'C')",0.20000000000000001,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 09:29:10,-100,-66,-100,"('D', 'B')",0.80000000000000004,Tp-LinkT
50:bd:5f:25:cb:e6,2016-01-12 09:29:50,-100,-62,-72,"('B', 'D')",1.0,Tp-LinkT
50:ea:d6:b5:12:cb,2016-01-12 08:41:40,-100,-80,-100,"('D', 'B')",1.0,Apple
50:ea:d6:b5:12:cb,2016-01-12 09:20:50,-100,-78,-80,"('B', 'A')",0.59999999999999998,Apple
52:c6:0f:3a:0e:ec,2016-01-12 08:00:40,-76,-100,-100,"('D', 'B')",0.59999999999999998,
52:e9:bf:34:7c:f8,2016-01-12 08:36:00,-72,-70,-72,"('A', 'D')",0.80000000000000004,
52:f5:7c:34:39:bb,2016-01-12 08:55:50,-100,-68,-78,"('B', 'D')",1.0,
52:f5:7c:34:39:bb,2016-01-12 08:56:00,-78,-100,-100,"('A', 'B')",0.59999999999999998,
54:27:1e:7e:61:d9,2016-01-12 09:23:20,-100,-100,-78,"('B', 'A')",0.59999999999999998,Azurewav
54:27:1e:7e:61:d9,2016-01-12 09:23:30,-100,-100,-76,"('B', 'A')",1.0,Azurewav
54:27:1e:7e:61:d9,2016-01-12 09:24:10,-76,-100,-100,"('A', 'B')",0.59999999999999998,Azurewav
54:27:1e:7e:61:d9,2016-01-12 09:29:30,-100,-100,-80,"('D', 'A')",1.0,Azurewav
54:35:30:c6:2e:83,2016-01-12 08:58:00,-48,-68,-60,"('C', 'A')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 08:58:10,-46,-68,-60,"('B', 'A')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 08:58:20,-50,-66,-62,"('C', 'B')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 08:58:30,-52,-64,-60,"('B', 'C')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 08:58:40,-62,-66,-60,"('C', 'A')",0.20000000000000001,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 08:58:50,-56,-66,-62,"('A', 'C')",0.20000000000000001,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 08:59:00,-56,-64,-64,"('B', 'D')",1.0,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 08:59:10,-54,-100,-100,"('D', 'B')",1.0,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 08:59:20,-48,-64,-66,"('B', 'A')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 08:59:30,-48,-64,-64,"('C', 'D')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 08:59:40,-52,-64,-64,"('C', 'A')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 08:59:50,-48,-64,-62,"('A', 'C')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:00:00,-50,-72,-64,"('A', 'B')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:00:10,-48,-100,-60,"('D', 'A')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:00:20,-50,-64,-60,"('C', 'A')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:00:40,-46,-56,-60,"('C', 'D')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:00:50,-46,-70,-62,"('C', 'A')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:01:00,-46,-64,-62,"('A', 'D')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:01:10,-50,-100,-62,"('D', 'A')",0.80000000000000004,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:01:20,-48,-72,-62,"('B', 'A')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:02:10,-58,-64,-62,"('A', 'D')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:02:20,-54,-100,-62,"('A', 'C')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:02:30,-56,-100,-62,"('D', 'A')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:03:00,-54,-68,-60,"('B', 'C')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:03:40,-64,-70,-62,"('C', 'A')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:03:50,-56,-60,-64,"('A', 'B')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:04:00,-54,-66,-62,"('C', 'D')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:04:10,-62,-70,-68,"('C', 'B')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:04:20,-52,-66,-58,"('A', 'B')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:04:30,-50,-66,-60,"('A', 'C')",0.20000000000000001,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:04:40,-50,-66,-60,"('C', 'A')",0.80000000000000004,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:04:50,-54,-64,-60,"('A', 'C')",0.20000000000000001,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:05:00,-56,-64,-56,"('A', 'C')",0.20000000000000001,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:05:10,-56,-70,-64,"('D', 'A')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:05:20,-48,-62,-62,"('C', 'D')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:05:30,-50,-60,-62,"('C', 'D')",0.80000000000000004,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:05:40,-54,-100,-58,"('D', 'A')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:06:00,-58,-66,-62,"('B', 'A')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:06:10,-54,-62,-66,"('C', 'A')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:06:20,-54,-64,-60,"('C', 'A')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:06:30,-52,-60,-62,"('C', 'B')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:06:40,-46,-60,-58,"('B', 'D')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:06:50,-54,-64,-62,"('B', 'C')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:07:00,-58,-58,-100,"('C', 'B')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:07:10,-48,-64,-62,"('A', 'D')",0.80000000000000004,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:07:20,-50,-100,-68,"('D', 'A')",0.80000000000000004,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:07:30,-50,-66,-60,"('A', 'C')",0.20000000000000001,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:07:40,-50,-66,-60,"('C', 'A')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:07:50,-48,-60,-62,"('A', 'D')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:08:00,-52,-68,-74,"('D', 'A')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:08:10,-48,-60,-62,"('C', 'D')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:08:20,-48,-64,-60,"('C', 'B')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:08:30,-46,-64,-56,"('B', 'C')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:08:40,-48,-68,-60,"('C', 'A')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:08:50,-50,-64,-60,"('A', 'B')",0.20000000000000001,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:09:00,-50,-66,-60,"('C', 'D')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:09:10,-52,-64,-60,"('A', 'C')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:09:20,-54,-64,-60,"('B', 'A')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:09:30,-56,-64,-68,"('C', 'B')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:09:40,-52,-66,-60,"('A', 'C')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:09:50,-54,-64,-68,"('C', 'A')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:10:00,-54,-62,-58,"('B', 'C')",0.80000000000000004,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:10:10,-50,-64,-60,"('D', 'C')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:10:20,-48,-58,-60,"('A', 'B')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:10:30,-46,-64,-58,"('B', 'A')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:10:40,-46,-62,-58,"('C', 'D')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:10:50,-52,-66,-68,"('A', 'C')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:11:00,-50,-68,-68,"('C', 'B')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:11:10,-52,-66,-62,"('C', 'B')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:11:20,-50,-64,-58,"('B', 'C')",0.80000000000000004,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:11:30,-48,-68,-100,"('D', 'B')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:11:40,-50,-62,-58,"('C', 'D')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:11:50,-54,-70,-64,"('C', 'A')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:12:00,-50,-66,-58,"('A', 'C')",0.20000000000000001,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:12:10,-50,-64,-60,"('C', 'A')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:12:20,-48,-64,-60,"('B', 'C')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:12:30,-54,-68,-68,"('C', 'B')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:12:40,-48,-66,-68,"('A', 'D')",0.80000000000000004,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:12:50,-52,-100,-64,"('D', 'A')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:13:00,-48,-64,-60,"('C', 'D')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:13:10,-56,-64,-62,"('A', 'C')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:13:20,-54,-68,-62,"('A', 'D')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:13:30,-58,-76,-74,"('D', 'B')",0.80000000000000004,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:13:40,-58,-68,-62,"('D', 'C')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:13:50,-48,-64,-62,"('B', 'C')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:14:00,-50,-66,-62,"('B', 'D')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:14:10,-56,-70,-66,"('B', 'D')",1.0,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:14:20,-48,-100,-100,"('D', 'B')",1.0,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:14:30,-44,-64,-58,"('A', 'C')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:14:40,-64,-60,-62,"('B', 'A')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:14:50,-50,-68,-70,"('A', 'B')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:15:00,-52,-70,-62,"('C', 'A')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:15:10,-58,-66,-62,"('A', 'B')",0.20000000000000001,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:15:20,-58,-68,-62,"('D', 'C')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:15:30,-50,-64,-64,"('A', 'C')",0.80000000000000004,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:15:40,-46,-66,-64,"('A', 'D')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:15:50,-46,-100,-64,"('B', 'C')",1.0,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:16:00,-46,-100,-100,"('C', 'B')",1.0,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:16:10,-54,-100,-66,"('D', 'A')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:16:20,-48,-68,-72,"('A', 'C')",0.20000000000000001,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:17:00,-54,-68,-70,"('C', 'A')",0.20000000000000001,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:17:10,-52,-64,-62,"('B', 'D')",1.0,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:17:20,-48,-100,-100,"('D', 'B')",1.0,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:17:30,-48,-66,-62,"('A', 'C')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:17:40,-54,-66,-68,"('C', 'D')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:17:50,-54,-70,-66,"('B', 'D')",1.0,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:18:00,-50,-100,-100,"('D', 'A')",0.80000000000000004,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:18:10,-48,-68,-100,"('C', 'B')",1.0,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:18:20,-52,-70,-60,"('B', 'C')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:18:30,-54,-64,-64,"('C', 'B')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:18:40,-48,-64,-60,"('C', 'D')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:18:50,-50,-70,-60,"('C', 'A')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:19:00,-48,-62,-60,"('A', 'B')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:19:10,-46,-70,-60,"('A', 'D')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:19:20,-46,-100,-62,"('C', 'D')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:19:30,-50,-100,-62,"('D', 'A')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:19:40,-48,-64,-62,"('A', 'D')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:19:50,-52,-70,-62,"('B', 'D')",1.0,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:20:10,-46,-100,-100,"('D', 'B')",1.0,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:20:20,-46,-64,-62,"('B', 'D')",1.0,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:20:30,-48,-100,-100,"('D', 'B')",1.0,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:20:40,-48,-70,-66,"('A', 'D')",0.80000000000000004,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:20:50,-56,-100,-66,"('D', 'A')",0.80000000000000004,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:21:00,-52,-68,-64,"('C', 'A')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:21:20,-48,-68,-62,"('C', 'D')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:21:30,-58,-70,-66,"('A', 'B')",0.20000000000000001,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:21:40,-58,-72,-66,"('C', 'A')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:21:50,-46,-70,-64,"('C', 'A')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:22:10,-54,-66,-64,"('B', 'C')",1.0,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:22:20,-50,-62,-100,"('C', 'B')",0.80000000000000004,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:22:30,-48,-64,-60,"('A', 'C')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:22:40,-50,-64,-60,"('A', 'C')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:22:50,-62,-68,-66,"('C', 'A')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:23:00,-54,-62,-64,"('A', 'B')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:23:20,-42,-70,-64,"('B', 'D')",1.0,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:23:30,-48,-100,-100,"('D', 'B')",1.0,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:23:40,-56,-64,-62,"('A', 'C')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:23:50,-50,-72,-62,"('C', 'A')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:24:00,-48,-66,-64,"('A', 'D')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:24:10,-48,-100,-64,"('D', 'A')",0.80000000000000004,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:24:20,-46,-66,-64,"('C', 'B')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:24:30,-48,-66,-58,"('A', 'C')",0.80000000000000004,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:24:40,-60,-66,-62,"('B', 'D')",1.0,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:24:50,-54,-100,-100,"('D', 'B')",1.0,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:25:00,-48,-60,-66,"('A', 'C')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:25:10,-50,-70,-62,"('B', 'A')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:25:20,-50,-60,-64,"('C', 'D')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:25:30,-50,-64,-62,"('B', 'A')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:25:40,-54,-58,-64,"('A', 'C')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:25:50,-56,-64,-62,"('D', 'C')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:26:00,-48,-64,-60,"('C', 'A')",0.20000000000000001,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:26:10,-50,-62,-62,"('C', 'A')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:26:20,-48,-62,-62,"('C', 'B')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:26:30,-46,-66,-64,"('A', 'B')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:26:40,-46,-68,-60,"('B', 'A')",0.80000000000000004,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:26:50,-44,-62,-68,"('C', 'B')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:27:10,-46,-62,-62,"('B', 'D')",1.0,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:27:20,-46,-100,-100,"('D', 'B')",1.0,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:27:30,-46,-62,-62,"('A', 'C')",0.20000000000000001,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:27:40,-46,-62,-62,"('A', 'C')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:27:50,-48,-70,-66,"('B', 'A')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:28:00,-48,-68,-66,"('A', 'D')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:28:20,-48,-100,-68,"('C', 'A')",0.40000000000000002,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:28:30,-54,-100,-62,"('B', 'C')",1.0,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:28:40,-48,-100,-100,"('D', 'B')",1.0,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:28:50,-50,-70,-62,"('B', 'D')",1.0,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:29:00,-48,-100,-100,"('D', 'B')",1.0,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:29:10,-46,-64,-66,"('A', 'D')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:29:20,-46,-100,-62,"('D', 'A')",0.80000000000000004,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:29:30,-46,-68,-68,"('C', 'B')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:29:40,-48,-66,-58,"('B', 'C')",0.59999999999999998,HonHaiPr
54:35:30:c6:2e:83,2016-01-12 09:29:50,-46,-64,-70,"('B', 'D')",1.0,HonHaiPr
54:35:30:c6:3b:0d,2016-01-12 09:01:50,-70,-100,-100,"('B', 'A')",0.59999999999999998,HonHaiPr
54:35:30:c6:3b:0d,2016-01-12 09:03:50,-100,-72,-100,"('A', 'B')",0.80000000000000004,HonHaiPr
54:35:30:c6:3b:0d,2016-01-12 09:14:50,-72,-100,-100,"('A', 'C')",0.40000000000000002,HonHaiPr
